user_id,problem_id,skill_id,correct
1104,5495,30,0
1104,5521,30,0
1104,5533,30,0
1104,5505,30,0
1104,5728,30,0
1104,5638,30,0
1104,5431,30,0
1104,5518,30,0
1104,5432,30,0
1104,5470,30,0
1104,5563,30,0
1104,10143,55,0
1104,10166,55,0
1104,10235,55,0
1104,10214,55,1
1104,10200,55,1
1104,7456,38,0
1104,7504,38,0
1104,7501,38,0
1104,7440,38,0
1104,7528,38,0
1104,7463,38,0
1104,7503,38,0
1104,9890,52,0
1104,9857,52,0
1104,9847,52,0
1104,9909,52,0
1104,9922,52,0
1104,9861,52,0
1104,9846,52,0
1104,9916,52,0
1104,9899,52,0
1104,9853,52,0
1104,12156,70,1
1104,12193,70,1
1104,12402,71,0
1104,12486,71,0
1104,10631,56,1
1104,2249,10,0
1104,2262,10,0
1104,2245,10,0
1104,2355,10,0
1104,2153,9,0
1104,2133,9,0
1104,2316,10,0
1104,1570,7_9,0
1104,1668,7_9,0
1104,3115,15,1
1104,3127,15,0
1104,1291,6_10,0
1104,2033,8,0
1104,2095,8,0
1104,1991,8,0
1104,2007,8,1
1104,2004,8,1
1104,2039,8,0
1104,2083,8,0
1104,1986,8,0
1104,1972,8,1
1104,2029,8,1
1104,2025,8,1
1104,14255,87,0
1104,14509,87,1
1104,14556,87,0
1104,14593,87,0
1104,15044,87,1
1104,14982,87,1
1104,14234,87,1
3334,8050,44,1
3334,9666,50,1
1233,1596,7_10,1
1233,1540,7_10,0
1233,1567,7_10,0
1233,1486,7_10,0
1233,1443,7_10,0
1062,15991,95,0
1062,15992,95,0
1062,14678,87,1
1062,14236,87,1
1062,14432,87,0
1062,14317,87,0
1062,14999,87,0
1062,14186,87,1
1062,14975,87,1
1062,14513,87,1
1062,14345,87,0
1062,14346,87,1
1062,14347,87,1
1062,14348,87,1
1062,14354,87,0
1062,14600,87,1
1062,14625,87,1
1062,14626,87,1
1062,14291,87,0
1062,14634,87,1
1062,14635,87,1
1062,14636,87,1
1062,14137,87,0
1062,14880,87,1
1062,14881,87,1
1062,14882,87,1
1062,14334,87,1
1062,14132,87,1
1062,14349,87,1
1062,10305,55,1
1062,10167,55,1
1062,10263,55,1
1062,2169,9,0
1062,2233,10,0
1062,2136,9,0
1062,2178,9,0
1062,2336,10,0
1062,2333,10,0
1062,2133,9,1
1062,2299,10,0
1062,2261,10,0
1062,2153,9,0
1062,1962,8,1
1062,1969,8,1
1062,2087,8,0
1062,2091,8,0
1062,2090,8,1
1062,2113,8,1
1062,2064,8,1
1062,1209,6_12,1
1062,1232,12_6,1
1062,1208,10_6,0
1062,1133,12_6,1
1062,1112,11_6,1
1062,1113,6_12,1
1062,1239,6_9,0
1062,1170,11_6,1
1062,1327,12_6,1
1062,1363,6_9,1
2407,7432,54_37,0
2407,11371,68,0
2407,11554,68,0
2407,11381,68,1
2407,11631,68,1
2407,11571,68,0
2407,11402,68,0
2407,11387,68,1
2407,11365,68,0
2407,11504,68,0
2407,11425,68,0
2407,11429,68,0
2407,11587,68,0
2407,11331,68,0
2407,11539,68,1
2407,12403,71,0
2407,13920,85,0
2407,13888,85,0
2407,14077,86,0
2407,13837,85,0
2407,13843,85,1
2407,13807,85,1
2407,12382,71,0
2407,12365,71,1
2407,12354,71,1
2407,12490,71,1
2407,12473,71,0
2407,12448,71,0
2407,11599,68,1
2407,11635,68,0
2407,11628,68,1
2407,12574,71,0
2407,12502,71,0
2407,5426,30,0
2407,5618,30,1
2407,5600,30,0
2407,5479,30,0
2407,5437,30,1
2407,5635,30,1
2407,5632,30,1
2407,7838,42,0
2407,7934,42,0
2407,7807,42,0
2407,7796,42,0
2407,7922,42,0
3235,8041,44,1
3235,9554,50,0
3235,9651,50,1
3235,9569,50,1
3235,9488,50,1
4025,14458,87,1
4025,14475,87,1
4025,14280,87,0
4025,14799,87,0
4025,14800,87,0
4025,14801,87,0
4025,14180,87,1
4025,14747,87,1
4025,14202,87,0
4025,14402,87,0
4025,14737,87,0
4025,14738,87,0
4025,14739,87,0
4025,14740,87,0
4025,14113,87,1
4025,14150,87,0
4025,14151,87,1
4025,14152,87,1
4025,14153,87,1
4025,14423,87,0
4025,14766,87,1
4025,14767,87,0
4025,14768,87,1
4025,14206,87,0
4025,14120,87,0
4025,14417,87,0
4025,14309,87,0
4025,14845,87,1
4025,14846,87,0
4025,14847,87,1
4101,14355,87,0
4101,14670,87,1
4101,14490,87,1
4101,15101,87,1
4101,14998,87,1
4101,14521,87,1
4101,14598,87,0
4101,14455,87,1
4101,15007,87,0
4101,14454,87,1
4101,14242,87,0
4101,14130,87,1
4101,15030,87,0
4101,14538,87,1
3219,8074,44,0
3219,8166,44,1
3219,8118,44,1
3219,8041,44,1
3219,9534,50,0
3219,9623,50,1
3219,9678,50,1
3219,9681,50,1
2518,5438,30,0
3877,13340,79,0
1850,3580,19,1
1850,3419,16_17,1
1850,15896,95,0
1850,15932,95,0
1850,15933,95,1
1850,15934,95,0
1850,15949,95,1
1850,15957,95,0
1850,15971,95,1
1850,15972,95,1
1850,15973,95,1
1850,15907,95,1
1850,15892,95,0
1850,15893,95,0
1850,15894,95,1
1850,15895,95,1
1850,15928,95,0
1850,15929,95,0
1850,15930,95,1
1850,15931,95,1
1850,15926,95,1
1850,15902,95,1
1850,15887,95,1
1850,3541,18,1
1850,3650,19,1
1850,4452,25,0
1850,4465,25,0
1282,1367,7_9,1
1282,1449,7_9,1
1282,2350,10,1
1282,2364,10,1
1282,1428,7_10,1
1282,1476,7_10,1
1282,1557,7_11,1
1282,1431,7_11,1
1282,2961,15,1
1282,2986,15,1
76,7366,37,1
76,11372,68,0
76,11414,68,0
76,11381,68,0
76,11335,68,1
76,11580,68,0
76,11571,68,1
76,11589,68,1
76,11523,68,0
76,11439,68,1
76,11456,68,0
76,11509,68,0
76,11421,68,0
76,11469,68,0
76,11447,68,0
76,11534,68,1
76,11583,68,0
76,11628,68,0
76,11349,68,1
76,11334,68,1
76,12176,70,1
76,11924,70,1
76,11327,68,1
76,11636,68,1
76,11333,68,0
76,11497,68,1
76,11419,68,1
76,11488,68,1
76,11427,68,0
76,11586,68,0
76,11541,68,0
76,11425,68,1
76,11524,68,1
76,11363,68,1
76,11973,70,1
76,11836,70,1
76,11745,69,0
76,11749,69,1
76,11763,69,1
76,11748,69,1
76,7139,34,1
76,6906,34,1
76,6389,32,1
76,6221,32,1
76,6598,33,0
76,6466,33,1
76,6666,33,1
76,6512,33,0
76,6609,33,1
76,6471,33,1
76,6178,32_33,1
76,7703,41,0
76,7750,41,1
76,7755,41,1
76,7742,41,1
76,7747,41,0
76,7722,41,1
76,7751,41,1
76,7754,41,1
76,6515,33,1
76,6631,33,0
76,6714,33,1
76,6537,33,1
76,6725,33,0
76,6575,33,1
76,6547,33,0
76,6583,33,1
76,6701,33,0
76,6518,33,1
76,6612,33,0
76,6715,33,1
76,6647,33,1
76,6726,33,1
76,12354,71,1
76,12406,71,1
76,12472,71,0
76,12461,71,1
76,12632,71,1
76,12576,71,1
76,7819,42,1
76,7824,42,1
76,7534,38,0
76,13798,85,1
76,13916,85,1
76,10172,55,1
76,5588,30,1
76,5734,30,0
76,5533,30,0
76,5471,30,1
76,5617,30,0
76,5625,30,0
76,5616,30,1
76,8640,47,0
76,8630,47,0
76,8636,47,0
76,8650,47,1
76,8684,47,1
76,8647,47,1
76,8036,44,0
76,8082,44,1
76,8132,44,1
76,8130,44,1
76,11861,70,1
76,9021,48,0
76,9077,48,0
76,9050,48,1
76,9169,48,0
76,8981,48,1
76,9225,48,1
76,9541,50,0
76,9120,48,1
76,5476,30,0
76,5722,30,1
76,5425,30,0
76,5435,30,0
76,5521,30,0
76,5554,30,0
76,5540,30,1
76,5505,30,1
76,9177,48,1
76,14643,87,1
76,14618,87,0
76,14548,87,1
76,14532,87,1
76,14712,87,1
76,14595,87,1
76,14525,87,1
76,14401,87,0
76,14748,87,1
76,14749,87,0
76,14750,87,0
76,14119,87,1
76,14397,87,0
76,14112,87,1
76,14422,87,1
76,15149,88,1
76,15154,88,0
76,15389,88,1
76,15256,88,0
76,15535,88,1
76,15187,88,1
76,15304,88,1
76,15191,88,0
76,15532,88,1
76,15533,88,1
76,15534,88,1
76,15244,88,0
76,15245,88,1
76,15226,88,1
76,15352,88,1
76,15291,88,0
76,15517,88,1
76,15518,88,1
76,15519,88,1
76,15145,88,1
76,14215,87,0
76,14906,87,0
76,14332,87,1
76,14907,87,1
76,14136,87,0
76,14831,87,0
76,14832,87,1
76,14137,87,1
76,14113,87,1
76,15171,88,1
76,15321,88,1
76,15155,88,1
76,15164,88,1
76,6023,32,0
76,5944,32,1
76,6018,32,0
76,5946,32,1
76,5953,32,1
76,6121,32,0
76,6054,32,0
76,5494,30,0
76,5477,30,1
76,5626,30,1
76,5520,30,1
76,5966,32,0
76,5919,32,0
76,5998,32,0
76,5986,32,0
76,6103,32,1
76,6017,32,1
76,6019,32,0
76,5956,32,0
76,5952,32,0
76,6123,32,0
76,6139,32,1
76,6142,32,1
76,5939,32,1
76,14385,87,1
76,14244,87,1
76,15106,87,0
76,14581,87,1
76,14521,87,1
76,15016,87,1
76,14261,87,1
76,14160,87,0
76,14206,87,1
76,14458,87,1
76,14418,87,0
76,14413,87,1
76,15293,88,0
76,15367,88,1
76,15149,88,0
76,15329,88,1
76,15330,88,1
76,15331,88,1
76,15143,88,0
76,15378,88,1
76,15379,88,1
76,15380,88,1
76,15258,88,0
76,15259,88,1
76,15191,88,0
76,15192,88,1
76,15260,88,0
76,15520,88,1
76,15213,88,0
76,15332,88,1
76,15321,88,0
76,15529,88,1
76,15156,88,0
76,14397,87,1
76,14114,87,0
76,14277,87,0
76,14278,87,0
76,14279,87,1
76,14207,87,1
76,14304,87,1
76,14466,87,1
76,15342,88,0
76,15171,88,0
76,15516,88,1
76,15275,88,1
76,15147,88,0
76,15257,88,1
76,16645,107,1
76,16603,107,0
76,16593,107,0
76,16568,107,1
76,16596,107,1
76,16585,107,1
76,14797,87,1
76,10777,56,1
76,8359,45_56,1
76,8321,45_56,0
76,8350,56_45,0
76,8351,56_45,1
76,8306,45_56,1
76,8307,45_56,1
76,8255,45_56,1
76,8343,56_45,0
76,8413,45_56,0
76,8414,56_45,0
76,8253,45_56,1
76,8305,56_45,1
76,8252,56_45,1
76,8300,56_45,1
76,10565,56_93,1
76,14988,87,0
76,14543,87,1
76,14287,87,1
76,8326,56_45,1
76,15708,92,0
76,15709,92,0
76,15703,92,0
76,15687,92,0
76,15852,93,1
76,15844,93,1
76,15810,93,1
76,15822,93,1
76,15837,93,1
76,15702,92,0
76,15712,92,0
76,15688,92,1
76,15706,92,1
76,15685,92,0
76,15697,92,1
76,15711,92,1
76,15713,92,1
76,15903,95,0
76,15904,95,0
76,4526,25,0
76,15905,95,1
76,15906,95,0
76,15911,95,0
76,15912,95,0
76,15913,95,1
76,15914,95,1
76,15949,95,0
76,15950,95,0
76,4428,25,1
76,4515,25,1
76,4527,25,1
76,4498,25,0
76,4518,25,1
76,4528,25,1
76,4421,25,1
76,13093,78,0
76,13150,78,1
76,13151,78,1
76,13152,78,1
76,13153,78,1
76,13267,78,1
76,13268,78,1
76,13269,78,1
76,13118,78,0
76,13252,78,1
76,13253,78,1
76,13254,78,1
76,13255,78,1
76,13256,78,0
76,13257,78,1
76,13258,78,1
76,13200,78,0
76,13270,78,1
76,13271,78,0
76,13272,78,1
76,13273,78,1
76,13274,78,1
76,13275,78,1
76,13276,78,0
76,13277,78,0
76,13278,78,0
76,13121,78,1
76,13122,78,1
76,13123,78,0
76,13124,78,1
76,13125,78,0
76,13126,78,1
76,13209,78,0
76,13210,78,1
76,13211,78,1
76,13212,78,1
76,13213,78,0
76,13214,78,1
76,13215,78,1
76,13216,78,1
76,13069,78,1
76,13075,78,1
76,12868,75,0
76,12877,75,1
76,13001,77,1
76,12878,75,0
76,12879,75,0
76,13087,78,0
76,13201,78,1
76,13202,78,1
76,13203,78,1
76,13204,78,1
76,13205,78,1
76,13206,78,1
76,13207,78,1
76,13068,78,0
76,13279,78,1
76,13280,78,1
76,13281,78,1
76,13282,78,1
76,13283,78,1
76,13284,78,1
76,13285,78,1
76,13076,78,1
76,13154,78,1
76,13184,78,1
76,4780,26,0
76,4679,26,0
76,4781,26,0
76,4782,26,1
76,4694,26,1
76,4692,26,1
76,4661,26,0
76,4723,26,0
76,4680,26,0
76,4634,26,0
76,4662,26,0
76,4707,26,1
76,4664,26,1
76,4783,26,0
76,4784,26,1
76,4785,26,1
76,4674,26,1
76,4338,23_69,0
76,4195,69_23,0
76,4343,23_69,0
76,4306,23_69,1
76,4304,23_69,1
76,4720,26,0
76,4741,26,0
76,4719,26,1
76,4729,26,1
76,4754,26,1
76,4344,69_23,0
76,4281,23,0
76,4920,27,1
76,4284,69_23,1
76,4332,69_23,1
76,5281,29,1
76,5022,29,0
76,5101,29,1
76,5174,29,0
76,5191,29,0
76,4996,29,0
76,5138,29,1
76,4999,29,0
76,5282,29,0
76,5283,29,1
76,5284,29,1
76,5285,29,1
76,15951,95,1
76,15952,95,1
76,15898,95,0
76,5187,29,0
76,4998,29,1
76,5198,29,0
76,5092,29,1
76,5024,29,1
76,5176,29,1
76,15899,95,0
76,5184,29,0
76,5134,29,1
76,5223,29,1
76,5122,29,1
76,4387,29_24,0
76,4399,29_24,1
76,4390,29_24,0
76,4389,29_24,1
76,4393,29_24,1
76,4386,29_24,1
76,13391,81,0
76,13414,81,1
76,13424,81,1
76,13453,81,1
76,13452,81,1
76,13558,83,1
76,13476,82,0
76,13535,82,1
76,13481,82,0
76,13492,82,0
76,13479,82,0
76,13493,82,1
76,13533,82,0
76,13474,82,0
76,13507,82,0
76,13527,82,1
76,15658,90,0
76,13528,82,0
76,13582,83,1
76,15654,90,1
76,13505,82,1
76,13472,82,1
76,13470,82,1
76,13630,84,0
76,13631,84,0
76,13632,84,1
76,13723,84,0
76,13656,84,1
76,13691,84,0
76,13710,84,1
76,13711,84,1
76,13712,84,0
76,13706,84,1
76,13692,84,1
76,13637,84,1
76,15660,90,0
76,15669,90,1
76,13613,83,0
76,15655,90,1
76,13587,83,1
76,13627,83,1
76,15900,95,1
76,15901,95,0
76,15948,95,0
76,15961,95,0
76,15962,95,1
76,15963,95,1
76,15926,95,0
76,15985,95,0
76,15986,95,1
76,15987,95,1
76,15936,95,1
76,15974,95,1
76,15927,95,1
76,2108,8,1
76,1923,8,0
76,1983,8,1
76,1958,8,1
76,2047,8,1
76,1940,8,1
76,1973,8,1
76,2119,8_44,0
76,1918,44_8,0
76,1930,44_8,0
76,2062,44_8,0
76,2073,8_44,1
76,2011,44_8,1
76,2048,44_8,1
76,1922,44_8,0
76,2036,8_44,0
76,1996,44_8,1
76,1946,44_8,1
76,1995,44_8,1
76,1204,6_10,1
76,1109,6_12,0
76,1100,6_9,0
76,1108,6_9,1
76,1126,11_6,1
76,1285,11_6,1
76,1003,5,0
76,948,5,1
76,963,5,0
76,981,5,1
76,934,5,1
76,1002,5,1
76,472,3,0
76,521,3,0
76,526,3,1
76,514,3,0
76,527,3,1
76,528,3,0
76,491,3,0
76,504,3,1
76,529,3,1
76,471,3,1
76,1374,7_12,0
76,1514,12_7,1
76,1375,12_7,1
76,1377,12_7,0
76,1597,7_12,0
76,1429,7_12,1
76,1385,12_7,1
76,1376,7_12,1
76,1428,7_10,0
76,1384,10_7,0
76,1499,10_7,0
76,1476,7_10,0
76,1559,10_7,0
76,1585,7_10,0
76,1589,7_10,1
76,1560,10_7,0
76,1543,11_7,1
76,1572,11_7,1
76,2182,9,0
76,2156,9,1
76,2181,9,1
76,2170,9,1
76,2435,12,0
76,2154,9,0
76,2436,12,1
76,2227,10,1
76,2139,9,0
76,2287,10,1
76,2315,10,1
76,8306,45_56,1
76,8346,56_45,0
76,8403,56_45,1
76,8404,56_45,1
76,8359,45_56,1
76,8319,45_56,1
76,8327,45_56,1
76,8252,56_45,1
76,8318,56_45,1
76,1739,7_37,1
76,2717,14,0
76,2767,14,0
76,2718,14,1
76,2798,14,1
76,2782,14,1
76,2548,13,1
76,11750,69,0
76,11753,69,0
76,12455,71,0
76,12334,71,1
76,12445,71,0
76,12383,71,1
76,12422,71,1
76,12407,71,1
76,12339,71,1
76,12433,71,1
76,11194,67,1
76,7479,38,1
76,7453,38,1
76,7457,38,1
76,7468,38,1
76,7442,38,1
76,7800,42,1
76,7929,42,1
76,7898,42,1
76,7799,42,1
76,7810,42,1
76,1740,37_7,0
76,1630,37_7,0
76,1741,37_7,0
76,1607,7_37,1
76,1742,7_37,0
76,8425,56_45,0
76,8426,56_45,1
76,8427,56_45,0
76,8397,45_56,0
76,8398,45_56,1
76,8399,45_56,1
76,8301,45_56,1
76,8256,56_45,1
76,8253,45_56,1
76,8250,45_56,1
76,8300,56_45,1
76,85,1_12,0
76,62,10_1,0
76,74,10_1,0
76,36,10_1,0
76,31,1_10,1
76,11151,67,1
76,11209,67,1
76,11195,67,1
76,11197,67,1
76,11764,69,0
76,11738,69,1
76,11763,69,0
76,11756,69,1
76,11748,69,1
76,11759,69,1
76,11740,69,1
76,11749,69,1
76,253,2_31_47,0
76,311,31_2_47,0
76,314,2_44,0
76,255,2_44,1
76,183,47_31_2,0
76,211,31_2_47,1
76,139,47_2_31,1
76,1743,7_37,0
76,1744,7_37,1
76,1736,7_37,1
76,1638,7_37,1
76,32,1_12,1
76,18,12_1,1
76,190,2_47_31,1
76,263,31_2,1
76,239,2_31_48,0
76,241,2_31_48,0
76,188,31_48_2,1
76,212,31_47_2,0
76,152,48_2_31,0
76,187,31_2,0
76,170,31_48_2,0
76,288,31_2,0
76,380,2_31_47,1
76,284,31_2,1
76,363,31_2,1
76,222,44_2,0
76,272,2_44,1
76,182,31_48_2,0
76,373,44_2,1
76,384,2_44,0
76,158,2_44,0
76,382,44_2,1
76,287,2_44,1
76,369,2_44,1
76,1382,10_7,0
76,1497,10_7,0
76,1586,7_10,0
76,1493,7_10,0
76,1608,7_10,0
76,1466,10_7,0
76,2161,9,0
76,9264,48,1
76,9271,48,0
76,9309,48,0
76,9305,48,0
76,9284,48,0
76,9294,48,1
76,9290,48,1
76,9310,48,0
76,9311,48,1
76,9307,48,1
76,8772,47,1
76,8834,47,1
76,8830,47,1
76,401,2_44,1
76,8212,44,1
76,8808,47,0
76,8828,47,1
76,8793,47,1
76,8835,47,1
76,8733,47,1
76,8761,47,1
76,5850,30,1
76,5851,30,1
76,5852,30,1
76,5853,30,1
76,5854,30,1
76,483,3,0
76,441,3,1
76,453,3,1
76,500,3,0
76,481,3,1
76,9261,48,1
76,9308,48,0
76,9286,48,1
76,9298,48,0
76,9312,48,1
76,9313,48,0
76,9279,48,1
76,9314,48,0
76,9292,48,1
76,9263,48,1
76,9262,48,0
76,432,3,1
76,437,3,0
76,461,3,1
76,464,3,1
76,460,3,1
76,517,3,1
76,9315,48,1
76,9288,48,1
76,9289,48,0
76,9316,48,1
76,9317,48,1
76,9297,48,0
76,9272,48,0
76,9282,48,0
76,9300,48,0
76,9274,48,0
76,9318,48,1
76,9303,48,0
76,9285,48,0
76,9319,48,1
76,9296,48,1
76,9265,48,1
76,9273,48,1
76,9320,48,1
76,2974,15,0
76,2967,15,1
76,2959,15,1
76,2986,15,1
76,10121,54,0
76,10131,54,0
76,10117,54,0
76,10094,54,1
76,10130,54,1
76,10096,54,1
76,10122,54,1
76,10118,54,1
76,10099,54,0
76,10121,54,1
76,10120,54,1
76,10118,54,0
76,10095,54,1
76,10122,54,1
76,10117,54,0
76,10133,54,1
76,10123,54,1
76,10093,54,1
76,3066,15,0
76,2998,15,1
76,2958,15,1
76,2963,15,1
76,10094,54,1
76,10097,54,1
76,1612,15_7,1
76,1631,7_15,1
76,2833,14,0
76,2730,14,0
76,2729,14,0
76,2766,14,0
76,2835,14,0
76,2762,14,0
76,2750,14,1
76,2524,14_13,0
76,2462,13_14,0
76,2471,13_14,0
76,1380,10_7,1
76,1504,7_10,1
76,2437,12,0
76,2266,10,0
76,2166,9,0
76,2404,12,0
76,2409,12,0
76,2751,14,0
76,2732,14,0
76,2755,14,0
76,2814,14,0
76,2775,14,0
76,2749,14,0
76,999,5,0
76,1017,5,1
76,1016,5,1
76,994,5,1
76,977,5,1
76,1039,5,1
76,1248,6_9,0
76,1338,6_11,1
76,1297,6_9,1
76,1245,11_6,1
76,1335,10_6,0
76,1343,6_12,1
76,1340,6_12,1
76,1319,9_6,1
76,1318,6_9,0
76,1342,10_6,0
76,97,1_12,1
76,126,1,0
76,115,12_1,1
76,116,1_12,0
76,96,1,0
76,83,1,1
76,79,1_12,1
76,108,1,0
76,127,1_12,1
76,91,1,0
76,2474,13_14,0
76,1321,6_12,0
76,1336,10_6,1
76,1301,6_11,1
76,1250,6_9,1
76,1330,6_11,1
76,1298,10_6,1
76,117,1,1
76,104,1,0
76,128,1,0
76,121,1,0
76,106,1,1
76,103,1_12,0
76,82,1,1
76,107,1,0
76,113,1,1
76,90,1_12,1
76,112,1_12,1
76,3759,20,1
76,2291,10,1
76,81,1,0
76,94,12_1,0
76,129,1,0
76,89,1,0
76,130,1_12,1
76,109,1,0
76,98,1,1
76,118,1,0
76,122,1_12,1
76,114,1,0
76,80,1,0
76,3532,18,1
76,123,1,1
76,93,1,0
76,120,1_12,1
76,92,1,0
76,105,1_12,1
76,131,1,1
76,125,1,1
76,119,1,0
76,95,1,0
76,124,12_1,0
76,4150,22,1
76,3061,15,1
76,3108,15,1
76,3054,15,0
76,3062,15,1
76,3051,15,0
76,3109,15,1
76,3100,15,1
76,3110,15,1
76,3059,15,0
76,2828,14,0
76,4105,21,1
76,4007,21,0
76,4093,21,0
76,4106,21,1
76,4107,21,1
76,3972,21,1
76,10956,57,1
76,3097,15,0
76,3065,15,1
76,3014,15,1
76,3046,15,1
76,3001,15,1
76,3111,15,1
76,10955,57,1
76,3974,21,1
76,3968,21,0
76,4055,21,1
76,3952,21,0
76,3878,21,0
76,3955,21,0
76,4011,21,0
76,2802,14,0
76,2801,14,1
76,2818,14,0
76,2816,14,1
76,3919,21,0
76,3931,21,1
76,3860,21,1
76,3913,21,0
76,3946,21,1
76,3896,21,1
76,3960,21,1
76,3932,21,0
76,3963,21,1
76,4040,21,1
76,4082,21,1
76,3965,21,0
76,4070,21,0
76,3904,21,0
76,2723,14,0
76,2722,14,0
76,3940,21,0
76,4066,21,0
76,3886,21,0
76,3942,21,0
